geo_cod,geo_dsg,geo_nivel,periodo,valor_eur_m2
1111607,Ponte de Lima,5,2.º Trimestre de 2020,915
1111607,Ponte de Lima,5,3.º Trimestre de 2020,954
1111607,Ponte de Lima,5,4.º Trimestre de 2020,994
1111607,Ponte de Lima,5,1.º Trimestre de 2021,984
1111607,Ponte de Lima,5,2.º Trimestre de 2021,976
1111607,Ponte de Lima,5,3.º Trimestre de 2021,999
1111607,Ponte de Lima,5,4.º Trimestre de 2021,1041
1111607,Ponte de Lima,5,1.º Trimestre de 2022,1099
1111607,Ponte de Lima,5,2.º Trimestre de 2022,1151
1111607,Ponte de Lima,5,3.º Trimestre de 2022,1099
1111607,Ponte de Lima,5,4.º Trimestre de 2022,1142
1111607,Ponte de Lima,5,1.º Trimestre de 2023,1141
1111607,Ponte de Lima,5,2.º Trimestre de 2023,1138
1111607,Ponte de Lima,5,3.º Trimestre de 2023,1191
1111607,Ponte de Lima,5,4.º Trimestre de 2023,1128
1111607,Ponte de Lima,5,1.º Trimestre de 2024,1080
1111607,Ponte de Lima,5,2.º Trimestre de 2024,1106
1111607,Ponte de Lima,5,3.º Trimestre de 2024,1123
1111607,Ponte de Lima,5,4.º Trimestre de 2024,1246
1111607,Ponte de Lima,5,1.º Trimestre de 2025,1366
1111607,Ponte de Lima,5,2.º Trimestre de 2025,1370
1111607,Ponte de Lima,5,3.º Trimestre de 2025,1300
1111607,Ponte de Lima,5,4.º Trimestre de 2025,1282
1111607,Ponte de Lima,5,1.º Trimestre de 2026,1450
112,Cávado,4,4.º Trimestre de 2019,910
112,Cávado,4,1.º Trimestre de 2020,932
112,Cávado,4,2.º Trimestre de 2020,960
112,Cávado,4,3.º Trimestre de 2020,971
112,Cávado,4,4.º Trimestre de 2020,997
112,Cávado,4,1.º Trimestre de 2021,1019
112,Cávado,4,2.º Trimestre de 2021,1031
112,Cávado,4,3.º Trimestre de 2021,1063
112,Cávado,4,4.º Trimestre de 2021,1091
112,Cávado,4,1.º Trimestre de 2022,1125
112,Cávado,4,2.º Trimestre de 2022,1167
112,Cávado,4,3.º Trimestre de 2022,1193
112,Cávado,4,4.º Trimestre de 2022,1230
112,Cávado,4,1.º Trimestre de 2023,1274
112,Cávado,4,2.º Trimestre de 2023,1296
112,Cávado,4,3.º Trimestre de 2023,1346
112,Cávado,4,4.º Trimestre de 2023,1385
112,Cávado,4,1.º Trimestre de 2024,1395
112,Cávado,4,2.º Trimestre de 2024,1429
112,Cávado,4,3.º Trimestre de 2024,1481
